province_s,province_l,feature_id,date,people_vaccinated,people_fully_vaccinated,source,flag
VTP,Vientiane,14,27 December 2021,306720,241642,https://www.facebook.com/photo?fbid=292015376294731,0
BKX,Borikhamxay,3,27 December 2021,186077,144229,https://www.facebook.com/photo?fbid=292015376294731,0
KHM,Khammuane,6,27 December 2021,267701,204463,https://www.facebook.com/photo?fbid=292015376294731,0
SVK,Savannakhet,12,27 December 2021,544533,402427,https://www.facebook.com/photo?fbid=292015376294731,0
SLV,Saravane,11,27 December 2021,290020,223270,https://www.facebook.com/photo?fbid=292015376294731,0
SK,Sekong,16,27 December 2021,89803,71178,https://www.facebook.com/photo?fbid=292015376294731,0
CPS,Champasak,4,27 December 2021,448387,368336,https://www.facebook.com/photo?fbid=292015376294731,0
ATP,Attapeu,1,27 December 2021,112971,80094,https://www.facebook.com/photo?fbid=292015376294731,0
XSB,Xaysomboun,15,27 December 2021,48311,42248,https://www.facebook.com/photo?fbid=292015376294731,0
CENTRE,Central Hospitals,99,3 January 2022,182242,182254,https://www.facebook.com/photo/?fbid=296686162494319,0
VTE,Vientiane Capital,13,3 January 2022,640524,568278,https://www.facebook.com/photo/?fbid=296686162494319,0
PHO,Phongsaly,10,3 January 2022,107751,62189,https://www.facebook.com/photo/?fbid=296686162494319,0
LNT,Luangnamtha,7,3 January 2022,120511,83959,https://www.facebook.com/photo/?fbid=296686162494319,0
ODX,Oudomxay,9,3 January 2022,195342,123803,https://www.facebook.com/photo/?fbid=296686162494319,0
BK,Bokeo,2,3 January 2022,169643,142707,https://www.facebook.com/photo/?fbid=296686162494319,0
LPB,Luangprabang,8,3 January 2022,312206,253447,https://www.facebook.com/photo/?fbid=296686162494319,0
HPH,Huaphanh,5,3 January 2022,176486,120221,https://www.facebook.com/photo/?fbid=296686162494319,0
XYB,Xayabury,0,3 January 2022,207983,152471,https://www.facebook.com/photo/?fbid=296686162494319,0
XK,Xiengkhuang,17,3 January 2022,143869,105946,https://www.facebook.com/photo/?fbid=296686162494319,0
VTP,Vientiane,14,3 January 2022,307722,247351,https://www.facebook.com/photo/?fbid=296686162494319,0
BKX,Borikhamxay,3,3 January 2022,187784,154689,https://www.facebook.com/photo/?fbid=296686162494319,0
KHM,Khammuane,6,3 January 2022,269667,209640,https://www.facebook.com/photo/?fbid=296686162494319,0
SVK,Savannakhet,12,3 January 2022,555267,404904,https://www.facebook.com/photo/?fbid=296686162494319,0
SLV,Saravane,11,3 January 2022,288486,230606,https://www.facebook.com/photo/?fbid=296686162494319,0
SK,Sekong,16,3 January 2022,90358,74901,https://www.facebook.com/photo/?fbid=296686162494319,0
CPS,Champasak,4,3 January 2022,472252,397690,https://www.facebook.com/photo/?fbid=296686162494319,0
ATP,Attapeu,1,3 January 2022,113810,85397,https://www.facebook.com/photo/?fbid=296686162494319,0
XSB,Xaysomboun,15,3 January 2022,48576,42567,https://www.facebook.com/photo/?fbid=296686162494319,0
CENTRE,Central Hospitals,99,9 January 2022,182493,182254,https://www.facebook.com/photo/?fbid=300625212100414,1
VTE,Vientiane Capital,13,9 January 2022,641975,568278,https://www.facebook.com/photo/?fbid=300625212100414,1
PHO,Phongsaly,10,9 January 2022,114545,62189,https://www.facebook.com/photo/?fbid=300625212100414,1
LNT,Luangnamtha,7,9 January 2022,121403,83959,https://www.facebook.com/photo/?fbid=300625212100414,1
ODX,Oudomxay,9,9 January 2022,196499,123803,https://www.facebook.com/photo/?fbid=300625212100414,1
BK,Bokeo,2,9 January 2022,171498,142707,https://www.facebook.com/photo/?fbid=300625212100414,1
LPB,Luangprabang,8,9 January 2022,313795,253447,https://www.facebook.com/photo/?fbid=300625212100414,1
HPH,Huaphanh,5,9 January 2022,177404,120221,https://www.facebook.com/photo/?fbid=300625212100414,1
XYB,Xayabury,0,9 January 2022,210084,152471,https://www.facebook.com/photo/?fbid=300625212100414,1
XK,Xiengkhuang,17,9 January 2022,144848,105946,https://www.facebook.com/photo/?fbid=300625212100414,1
VTP,Vientiane,14,9 January 2022,310398,247351,https://www.facebook.com/photo/?fbid=300625212100414,1
BKX,Borikhamxay,3,9 January 2022,189585,154689,https://www.facebook.com/photo/?fbid=300625212100414,1
KHM,Khammuane,6,9 January 2022,271019,209640,https://www.facebook.com/photo/?fbid=300625212100414,1
SVK,Savannakhet,12,9 January 2022,556673,404904,https://www.facebook.com/photo/?fbid=300625212100414,1
SLV,Saravane,11,9 January 2022,286478,230606,https://www.facebook.com/photo/?fbid=300625212100414,1
SK,Sekong,16,9 January 2022,90204,74901,https://www.facebook.com/photo/?fbid=300625212100414,1
CPS,Champasak,4,9 January 2022,476213,397690,https://www.facebook.com/photo/?fbid=300625212100414,1
ATP,Attapeu,1,9 January 2022,114134,85397,https://www.facebook.com/photo/?fbid=300625212100414,1
XSB,Xaysomboun,15,9 January 2022,48595,42567,https://www.facebook.com/photo/?fbid=300625212100414,1
CENTRE,Central Hospitals,99,13 January 2022,183557,188518,https://www.facebook.com/photo/?fbid=303346218494980,1
VTE,Vientiane Capital,13,13 January 2022,643120,587783,https://www.facebook.com/photo/?fbid=303346218494980,1
PHO,Phongsaly,10,13 January 2022,115158,71994,https://www.facebook.com/photo/?fbid=303346218494980,1
LNT,Luangnamtha,7,13 January 2022,121744,86095,https://www.facebook.com/photo/?fbid=303346218494980,1
ODX,Oudomxay,9,13 January 2022,199326,131066,https://www.facebook.com/photo/?fbid=303346218494980,1
BK,Bokeo,2,13 January 2022,174087,148674,https://www.facebook.com/photo/?fbid=303346218494980,1
LPB,Luangprabang,8,13 January 2022,314330,257057,https://www.facebook.com/photo/?fbid=303346218494980,1
HPH,Huaphanh,5,13 January 2022,177966,127934,https://www.facebook.com/photo/?fbid=303346218494980,1
XYB,Xayabury,0,13 January 2022,217572,171416,https://www.facebook.com/photo/?fbid=303346218494980,1
XK,Xiengkhuang,17,13 January 2022,145457,109434,https://www.facebook.com/photo/?fbid=303346218494980,1
VTP,Vientiane,14,13 January 2022,313526,267795,https://www.facebook.com/photo/?fbid=303346218494980,1
BKX,Borikhamxay,3,13 January 2022,190503,160969,https://www.facebook.com/photo/?fbid=303346218494980,1
KHM,Khammuane,6,13 January 2022,271670,220148,https://www.facebook.com/photo/?fbid=303346218494980,1
SVK,Savannakhet,12,13 January 2022,558285,412095,https://www.facebook.com/photo/?fbid=303346218494980,1
SLV,Saravane,11,13 January 2022,286752,236284,https://www.facebook.com/photo/?fbid=303346218494980,1
SK,Sekong,16,13 January 2022,90273,76610,https://www.facebook.com/photo/?fbid=303346218494980,1
CPS,Champasak,4,13 January 2022,476213,404656,https://www.facebook.com/photo/?fbid=303346218494980,1
ATP,Attapeu,1,13 January 2022,114392,89377,https://www.facebook.com/photo/?fbid=303346218494980,1
XSB,Xaysomboun,15,13 January 2022,49271,43242,https://www.facebook.com/photo/?fbid=303346218494980,1
CENTRE,Central Hospitals,99,18 January 2022,184211,183981,https://www.facebook.com/photo?fbid=306440741518861,0
VTE,Vientiane Capital,13,18 January 2022,644120,592209,https://www.facebook.com/photo?fbid=306440741518861,0
PHO,Phongsaly,10,18 January 2022,115939,76041,https://www.facebook.com/photo?fbid=306440741518861,0
LNT,Luangnamtha,7,18 January 2022,121871,86961,https://www.facebook.com/photo?fbid=306440741518861,0
ODX,Oudomxay,9,18 January 2022,200570,136215,https://www.facebook.com/photo?fbid=306440741518861,0
BK,Bokeo,2,18 January 2022,174463,150574,https://www.facebook.com/photo?fbid=306440741518861,0
LPB,Luangprabang,8,18 January 2022,314613,259991,https://www.facebook.com/photo?fbid=306440741518861,0
HPH,Huaphanh,5,18 January 2022,178812,132292,https://www.facebook.com/photo?fbid=306440741518861,0
XYB,Xayabury,0,18 January 2022,220738,185808,https://www.facebook.com/photo?fbid=306440741518861,0
XK,Xiengkhuang,17,18 January 2022,146496,112002,https://www.facebook.com/photo?fbid=306440741518861,0
VTP,Vientiane,14,18 January 2022,315126,271877,https://www.facebook.com/photo?fbid=306440741518861,0
BKX,Borikhamxay,3,18 January 2022,191623,164200,https://www.facebook.com/photo?fbid=306440741518861,0
KHM,Khammuane,6,18 January 2022,272472,227327,https://www.facebook.com/photo?fbid=306440741518861,0
SVK,Savannakhet,12,18 January 2022,560338,421808,https://www.facebook.com/photo?fbid=306440741518861,0
SLV,Saravane,11,18 January 2022,287196,238873,https://www.facebook.com/photo?fbid=306440741518861,0
SK,Sekong,16,18 January 2022,90318,76993,https://www.facebook.com/photo?fbid=306440741518861,0
CPS,Champasak,4,18 January 2022,473708,410986,https://www.facebook.com/photo?fbid=306440741518861,0
ATP,Attapeu,1,18 January 2022,114769,92247,https://www.facebook.com/photo?fbid=306440741518861,0
XSB,Xaysomboun,15,18 January 2022,49416,43712,https://www.facebook.com/photo?fbid=306440741518861,0
CENTRE,Central Hospitals,99,23 January 2022,183242,184356,https://www.facebook.com/photo?fbid=309584311204504,0
VTE,Vientiane Capital,13,23 January 2022,644766,595223,https://www.facebook.com/photo?fbid=309584311204504,0
PHO,Phongsaly,10,23 January 2022,116233,77990,https://www.facebook.com/photo?fbid=309584311204504,0
LNT,Luangnamtha,7,23 January 2022,122392,92086,https://www.facebook.com/photo?fbid=309584311204504,0
ODX,Oudomxay,9,23 January 2022,202815,143192,https://www.facebook.com/photo?fbid=309584311204504,0
BK,Bokeo,2,23 January 2022,175228,152682,https://www.facebook.com/photo?fbid=309584311204504,0
LPB,Luangprabang,8,23 January 2022,316098,261346,https://www.facebook.com/photo?fbid=309584311204504,0
HPH,Huaphanh,5,23 January 2022,179383,135326,https://www.facebook.com/photo?fbid=309584311204504,0
XYB,Xayabury,0,23 January 2022,234982,201640,https://www.facebook.com/photo?fbid=309584311204504,0
XK,Xiengkhuang,17,23 January 2022,146955,113636,https://www.facebook.com/photo?fbid=309584311204504,0
VTP,Vientiane,14,23 January 2022,316166,275884,https://www.facebook.com/photo?fbid=309584311204504,0
BKX,Borikhamxay,3,23 January 2022,192832,168077,https://www.facebook.com/photo?fbid=309584311204504,0
KHM,Khammuane,6,23 January 2022,274178,235631,https://www.facebook.com/photo?fbid=309584311204504,0
SVK,Savannakhet,12,23 January 2022,564407,440963,https://www.facebook.com/photo?fbid=309584311204504,0
SLV,Saravane,11,23 January 2022,288246,241445,https://www.facebook.com/photo?fbid=309584311204504,0
SK,Sekong,16,23 January 2022,90375,77735,https://www.facebook.com/photo?fbid=309584311204504,0
CPS,Champasak,4,23 January 2022,475672,417455,https://www.facebook.com/photo?fbid=309584311204504,0
ATP,Attapeu,1,23 January 2022,115010,93645,https://www.facebook.com/photo?fbid=309584311204504,0
XSB,Xaysomboun,15,23 January 2022,50632,46331,https://www.facebook.com/photo?fbid=309584311204504,0
CENTRE,Central Hospitals,99,27 January 2022,184357,184356,https://www.facebook.com/photo?fbid=312109027618699,0
VTE,Vientiane Capital,13,27 January 2022,645322,597994,https://www.facebook.com/photo?fbid=312109027618699,0
PHO,Phongsaly,10,27 January 2022,117362,81752,https://www.facebook.com/photo?fbid=312109027618699,0
LNT,Luangnamtha,7,27 January 2022,122995,98240,https://www.facebook.com/photo?fbid=312109027618699,0
ODX,Oudomxay,9,27 January 2022,205115,147778,https://www.facebook.com/photo?fbid=312109027618699,0
BK,Bokeo,2,27 January 2022,180781,157767,https://www.facebook.com/photo?fbid=312109027618699,0
LPB,Luangprabang,8,27 January 2022,316684,263726,https://www.facebook.com/photo?fbid=312109027618699,0
HPH,Huaphanh,5,27 January 2022,180696,141151,https://www.facebook.com/photo?fbid=312109027618699,0
XYB,Xayabury,0,27 January 2022,247909,220760,https://www.facebook.com/photo?fbid=312109027618699,0
XK,Xiengkhuang,17,27 January 2022,148201,116626,https://www.facebook.com/photo?fbid=312109027618699,0
VTP,Vientiane,14,27 January 2022,316598,277814,https://www.facebook.com/photo?fbid=312109027618699,0
BKX,Borikhamxay,3,27 January 2022,193878,169401,https://www.facebook.com/photo?fbid=312109027618699,0
KHM,Khammuane,6,27 January 2022,274893,238919,https://www.facebook.com/photo?fbid=312109027618699,0
SVK,Savannakhet,12,27 January 2022,567417,456535,https://www.facebook.com/photo?fbid=312109027618699,0
SLV,Saravane,11,27 January 2022,288803,245075,https://www.facebook.com/photo?fbid=312109027618699,0
SK,Sekong,16,27 January 2022,90556,78398,https://www.facebook.com/photo?fbid=312109027618699,0
CPS,Champasak,4,27 January 2022,475724,423397,https://www.facebook.com/photo?fbid=312109027618699,0
ATP,Attapeu,1,27 January 2022,115462,95119,https://www.facebook.com/photo?fbid=312109027618699,0
XSB,Xaysomboun,15,27 January 2022,51066,47213,https://www.facebook.com/photo?fbid=312109027618699,0
CENTRE,Central Hospitals,99,30 January 2022,184357,184356,https://www.facebook.com/photo?fbid=313974280765507,0
VTE,Vientiane Capital,13,30 January 2022,645437,598409,https://www.facebook.com/photo?fbid=313974280765507,0
PHO,Phongsaly,10,30 January 2022,117527,82233,https://www.facebook.com/photo?fbid=313974280765507,0
LNT,Luangnamtha,7,30 January 2022,123119,98343,https://www.facebook.com/photo?fbid=313974280765507,0
ODX,Oudomxay,9,30 January 2022,205737,149594,https://www.facebook.com/photo?fbid=313974280765507,0
BK,Bokeo,2,30 January 2022,182258,159476,https://www.facebook.com/photo?fbid=313974280765507,0
LPB,Luangprabang,8,30 January 2022,316804,264639,https://www.facebook.com/photo?fbid=313974280765507,0
HPH,Huaphanh,5,30 January 2022,181418,144274,https://www.facebook.com/photo?fbid=313974280765507,0
XYB,Xayabury,0,30 January 2022,249665,224233,https://www.facebook.com/photo?fbid=313974280765507,0
XK,Xiengkhuang,17,30 January 2022,148955,117675,https://www.facebook.com/photo?fbid=313974280765507,0
VTP,Vientiane,14,30 January 2022,316681,278466,https://www.facebook.com/photo?fbid=313974280765507,0
BKX,Borikhamxay,3,30 January 2022,194876,171222,https://www.facebook.com/photo?fbid=313974280765507,0
KHM,Khammuane,6,30 January 2022,275307,241144,https://www.facebook.com/photo?fbid=313974280765507,0
SVK,Savannakhet,12,30 January 2022,569347,463866,https://www.facebook.com/photo?fbid=313974280765507,0
SLV,Saravane,11,30 January 2022,288879,245762,https://www.facebook.com/photo?fbid=313974280765507,0
SK,Sekong,16,30 January 2022,90589,78583,https://www.facebook.com/photo?fbid=313974280765507,0
CPS,Champasak,4,30 January 2022,475846,425902,https://www.facebook.com/photo?fbid=313974280765507,0
ATP,Attapeu,1,30 January 2022,115651,95535,https://www.facebook.com/photo?fbid=313974280765507,0
XSB,Xaysomboun,15,30 January 2022,51085,47283,https://www.facebook.com/photo?fbid=313974280765507,0
CENTRE,Central Hospitals,99,31 January 2022,184357,184356,https://www.facebook.com/photo?fbid=314616197367982,0
VTE,Vientiane Capital,13,31 January 2022,645437,598409,https://www.facebook.com/photo?fbid=314616197367982,0
PHO,Phongsaly,10,31 January 2022,117613,87969,https://www.facebook.com/photo?fbid=314616197367982,0
LNT,Luangnamtha,7,31 January 2022,123221,98629,https://www.facebook.com/photo?fbid=314616197367982,0
ODX,Oudomxay,9,31 January 2022,208089,152750,https://www.facebook.com/photo?fbid=314616197367982,0
BK,Bokeo,2,31 January 2022,185212,159601,https://www.facebook.com/photo?fbid=314616197367982,0
LPB,Luangprabang,8,31 January 2022,316906,264989,https://www.facebook.com/photo?fbid=314616197367982,0
HPH,Huaphanh,5,31 January 2022,182153,148397,https://www.facebook.com/photo?fbid=314616197367982,0
XYB,Xayabury,0,31 January 2022,253778,229584,https://www.facebook.com/photo?fbid=314616197367982,0
XK,Xiengkhuang,17,31 January 2022,149395,119088,https://www.facebook.com/photo?fbid=314616197367982,0
VTP,Vientiane,14,31 January 2022,316686,278498,https://www.facebook.com/photo?fbid=314616197367982,0
BKX,Borikhamxay,3,31 January 2022,195045,171586,https://www.facebook.com/photo?fbid=314616197367982,0
KHM,Khammuane,6,31 January 2022,275447,242506,https://www.facebook.com/photo?fbid=314616197367982,0
SVK,Savannakhet,12,31 January 2022,570808,470103,https://www.facebook.com/photo?fbid=314616197367982,0
SLV,Saravane,11,31 January 2022,288995,246865,https://www.facebook.com/photo?fbid=314616197367982,0
SK,Sekong,16,31 January 2022,90676,78983,https://www.facebook.com/photo?fbid=314616197367982,0
CPS,Champasak,4,31 January 2022,475944,426559,https://www.facebook.com/photo?fbid=314616197367982,0
ATP,Attapeu,1,31 January 2022,115807,95736,https://www.facebook.com/photo?fbid=314616197367982,0
XSB,Xaysomboun,15,31 January 2022,51178,47409,https://www.facebook.com/photo?fbid=314616197367982,0
CENTRE,Central Hospitals,99,8 February 2022,186463,177598,https://www.facebook.com/photo?fbid=319454906884111,0
VTE,Vientiane Capital,13,8 February 2022,646175,601507,https://www.facebook.com/photo?fbid=319454906884111,0
PHO,Phongsaly,10,8 February 2022,128107,107769,https://www.facebook.com/photo?fbid=319454906884111,0
LNT,Luangnamtha,7,8 February 2022,124379,104862,https://www.facebook.com/photo?fbid=319454906884111,0
ODX,Oudomxay,9,8 February 2022,218941,167298,https://www.facebook.com/photo?fbid=319454906884111,0
BK,Bokeo,2,8 February 2022,188413,164543,https://www.facebook.com/photo?fbid=319454906884111,0
LPB,Luangprabang,8,8 February 2022,318771,271835,https://www.facebook.com/photo?fbid=319454906884111,0
HPH,Huaphanh,5,8 February 2022,183174,150865,https://www.facebook.com/photo?fbid=319454906884111,0
XYB,Xayabury,0,8 February 2022,260509,236461,https://www.facebook.com/photo?fbid=319454906884111,0
XK,Xiengkhuang,17,8 February 2022,150899,121421,https://www.facebook.com/photo?fbid=319454906884111,0
VTP,Vientiane,14,8 February 2022,317390,281560,https://www.facebook.com/photo?fbid=319454906884111,0
BKX,Borikhamxay,3,8 February 2022,196199,173901,https://www.facebook.com/photo?fbid=319454906884111,0
KHM,Khammuane,6,8 February 2022,279792,253652,https://www.facebook.com/photo?fbid=319454906884111,0
SVK,Savannakhet,12,8 February 2022,574457,481493,https://www.facebook.com/photo?fbid=319454906884111,0
SLV,Saravane,11,8 February 2022,289730,249141,https://www.facebook.com/photo?fbid=319454906884111,0
SK,Sekong,16,8 February 2022,90770,79862,https://www.facebook.com/photo?fbid=319454906884111,0
CPS,Champasak,4,8 February 2022,477675,431428,https://www.facebook.com/photo?fbid=319454906884111,0
ATP,Attapeu,1,8 February 2022,116492,96785,https://www.facebook.com/photo?fbid=319454906884111,0
XSB,Xaysomboun,15,8 February 2022,51312,47769,https://www.facebook.com/photo?fbid=319454906884111,0
CENTRE,Central Hospitals,99,13 February 2022,186537,177842,https://www.facebook.com/photo?fbid=322730593223209,0
VTE,Vientiane Capital,13,13 February 2022,647117,603762,https://www.facebook.com/photo?fbid=322730593223209,0
PHO,Phongsaly,10,13 February 2022,129000,112296,https://www.facebook.com/photo?fbid=322730593223209,0
LNT,Luangnamtha,7,13 February 2022,124651,106320,https://www.facebook.com/photo?fbid=322730593223209,0
ODX,Oudomxay,9,13 February 2022,228461,173894,https://www.facebook.com/photo?fbid=322730593223209,0
BK,Bokeo,2,13 February 2022,189236,165350,https://www.facebook.com/photo?fbid=322730593223209,0
LPB,Luangprabang,8,13 February 2022,319755,274806,https://www.facebook.com/photo?fbid=322730593223209,0
HPH,Huaphanh,5,13 February 2022,183694,152935,https://www.facebook.com/photo?fbid=322730593223209,0
XYB,Xayabury,0,13 February 2022,261791,239422,https://www.facebook.com/photo?fbid=322730593223209,0
XK,Xiengkhuang,17,13 February 2022,151337,122183,https://www.facebook.com/photo?fbid=322730593223209,0
VTP,Vientiane,14,13 February 2022,318198,283312,https://www.facebook.com/photo?fbid=322730593223209,0
BKX,Borikhamxay,3,13 February 2022,197103,174777,https://www.facebook.com/photo?fbid=322730593223209,0
KHM,Khammuane,6,13 February 2022,281122,259011,https://www.facebook.com/photo?fbid=322730593223209,0
SVK,Savannakhet,12,13 February 2022,576320,485973,https://www.facebook.com/photo?fbid=322730593223209,0
SLV,Saravane,11,13 February 2022,290135,250894,https://www.facebook.com/photo?fbid=322730593223209,0
SK,Sekong,16,13 February 2022,90796,80639,https://www.facebook.com/photo?fbid=322730593223209,0
CPS,Champasak,4,13 February 2022,478283,432890,https://www.facebook.com/photo?fbid=322730593223209,0
ATP,Attapeu,1,13 February 2022,116679,97349,https://www.facebook.com/photo?fbid=322730593223209,0
XSB,Xaysomboun,15,13 February 2022,51325,47772,https://www.facebook.com/photo?fbid=322730593223209,0
CENTRE,Central Hospitals,99,22 February 2022,186624,178159,https://www.facebook.com/photo?fbid=328585852637683,0
VTE,Vientiane Capital,13,22 February 2022,649123,607491,https://www.facebook.com/photo?fbid=328585852637683,0
PHO,Phongsaly,10,22 February 2022,131427,113386,https://www.facebook.com/photo?fbid=328585852637683,0
LNT,Luangnamtha,7,22 February 2022,124699,106529,https://www.facebook.com/photo?fbid=328585852637683,0
ODX,Oudomxay,9,22 February 2022,229661,175878,https://www.facebook.com/photo?fbid=328585852637683,0
BK,Bokeo,2,22 February 2022,189965,166384,https://www.facebook.com/photo?fbid=328585852637683,0
LPB,Luangprabang,8,22 February 2022,321811,278097,https://www.facebook.com/photo?fbid=328585852637683,0
HPH,Huaphanh,5,22 February 2022,183747,155181,https://www.facebook.com/photo?fbid=328585852637683,0
XYB,Xayabury,0,22 February 2022,266462,243312,https://www.facebook.com/photo?fbid=328585852637683,0
XK,Xiengkhuang,17,22 February 2022,152615,123628,https://www.facebook.com/photo?fbid=328585852637683,0
VTP,Vientiane,14,22 February 2022,318485,285255,https://www.facebook.com/photo?fbid=328585852637683,0
BKX,Borikhamxay,3,22 February 2022,198350,177519,https://www.facebook.com/photo?fbid=328585852637683,0
KHM,Khammuane,6,22 February 2022,282153,260775,https://www.facebook.com/photo?fbid=328585852637683,0
SVK,Savannakhet,12,22 February 2022,578273,490932,https://www.facebook.com/photo?fbid=328585852637683,0
SLV,Saravane,11,22 February 2022,290809,254223,https://www.facebook.com/photo?fbid=328585852637683,0
SK,Sekong,16,22 February 2022,90972,82562,https://www.facebook.com/photo?fbid=328585852637683,0
CPS,Champasak,4,22 February 2022,479181,434171,https://www.facebook.com/photo?fbid=328585852637683,0
ATP,Attapeu,1,22 February 2022,117074,99057,https://www.facebook.com/photo?fbid=328585852637683,0
XSB,Xaysomboun,15,22 February 2022,51532,47991,https://www.facebook.com/photo?fbid=328585852637683,0
CENTRE,Central Hospitals,99,24 February 2022,186636,178174,https://www.facebook.com/photo?fbid=329944039168531,0
VTE,Vientiane Capital,13,24 February 2022,650151,608325,https://www.facebook.com/photo?fbid=329944039168531,0
PHO,Phongsaly,10,24 February 2022,131480,113426,https://www.facebook.com/photo?fbid=329944039168531,0
LNT,Luangnamtha,7,24 February 2022,124711,106709,https://www.facebook.com/photo?fbid=329944039168531,0
ODX,Oudomxay,9,24 February 2022,229661,176090,https://www.facebook.com/photo?fbid=329944039168531,0
BK,Bokeo,2,24 February 2022,190080,166685,https://www.facebook.com/photo?fbid=329944039168531,0
LPB,Luangprabang,8,24 February 2022,321827,278119,https://www.facebook.com/photo?fbid=329944039168531,0
HPH,Huaphanh,5,24 February 2022,186908,155632,https://www.facebook.com/photo?fbid=329944039168531,0
XYB,Xayabury,0,24 February 2022,266910,245071,https://www.facebook.com/photo?fbid=329944039168531,0
XK,Xiengkhuang,17,24 February 2022,153036,123873,https://www.facebook.com/photo?fbid=329944039168531,0
VTP,Vientiane,14,24 February 2022,318619,287659,https://www.facebook.com/photo?fbid=329944039168531,0
BKX,Borikhamxay,3,24 February 2022,198579,178227,https://www.facebook.com/photo?fbid=329944039168531,0
KHM,Khammuane,6,24 February 2022,282408,261613,https://www.facebook.com/photo?fbid=329944039168531,0
SVK,Savannakhet,12,24 February 2022,582654,494529,https://www.facebook.com/photo?fbid=329944039168531,0
SLV,Saravane,11,24 February 2022,290906,254580,https://www.facebook.com/photo?fbid=329944039168531,0
SK,Sekong,16,24 February 2022,91146,82891,https://www.facebook.com/photo?fbid=329944039168531,0
CPS,Champasak,4,24 February 2022,479554,435390,https://www.facebook.com/photo?fbid=329944039168531,0
ATP,Attapeu,1,24 February 2022,117142,99234,https://www.facebook.com/photo?fbid=329944039168531,0
XSB,Xaysomboun,15,24 February 2022,51580,48172,https://www.facebook.com/photo?fbid=329944039168531,0
CENTRE,Central Hospitals,99,28 February 2022,186670,178192,https://www.facebook.com/photo/?fbid=332714565558145,1
VTE,Vientiane Capital,13,28 February 2022,650664,608881,https://www.facebook.com/photo/?fbid=332714565558145,1
PHO,Phongsaly,10,28 February 2022,131587,114220,https://www.facebook.com/photo/?fbid=332714565558145,1
LNT,Luangnamtha,7,28 February 2022,124768,107073,https://www.facebook.com/photo/?fbid=332714565558145,1
ODX,Oudomxay,9,28 February 2022,241639,178487,https://www.facebook.com/photo/?fbid=332714565558145,1
BK,Bokeo,2,28 February 2022,190220,166952,https://www.facebook.com/photo/?fbid=332714565558145,1
LPB,Luangprabang,8,28 February 2022,321897,278497,https://www.facebook.com/photo/?fbid=332714565558145,1
HPH,Huaphanh,5,28 February 2022,199913,158267,https://www.facebook.com/photo/?fbid=332714565558145,1
XYB,Xayabury,0,28 February 2022,267408,246071,https://www.facebook.com/photo/?fbid=332714565558145,1
XK,Xiengkhuang,17,28 February 2022,157977,124658,https://www.facebook.com/photo/?fbid=332714565558145,1
VTP,Vientiane,14,28 February 2022,318766,288498,https://www.facebook.com/photo/?fbid=332714565558145,1
BKX,Borikhamxay,3,28 February 2022,198898,178429,https://www.facebook.com/photo/?fbid=332714565558145,1
KHM,Khammuane,6,28 February 2022,282408,262715,https://www.facebook.com/photo/?fbid=332714565558145,1
SVK,Savannakhet,12,28 February 2022,624066,505166,https://www.facebook.com/photo/?fbid=332714565558145,1
SLV,Saravane,11,28 February 2022,290992,255397,https://www.facebook.com/photo/?fbid=332714565558145,1
SK,Sekong,16,28 February 2022,91248,83185,https://www.facebook.com/photo/?fbid=332714565558145,1
CPS,Champasak,4,28 February 2022,480225,437022,https://www.facebook.com/photo/?fbid=332714565558145,1
ATP,Attapeu,1,28 February 2022,117235,99463,https://www.facebook.com/photo/?fbid=332714565558145,1
XSB,Xaysomboun,15,28 February 2022,54113,48983,https://www.facebook.com/photo/?fbid=332714565558145,1
CENTRE,Central Hospitals,99,8 March 2022,187197,178609,https://www.facebook.com/photo/?fbid=337820395047562,0
VTE,Vientiane Capital,13,8 March 2022,659475,611475,https://www.facebook.com/photo/?fbid=337820395047562,0
PHO,Phongsaly,10,8 March 2022,140803,118125,https://www.facebook.com/photo/?fbid=337820395047562,0
LNT,Luangnamtha,7,8 March 2022,124866,107585,https://www.facebook.com/photo/?fbid=337820395047562,0
ODX,Oudomxay,9,8 March 2022,270254,186397,https://www.facebook.com/photo/?fbid=337820395047562,0
BK,Bokeo,2,8 March 2022,190297,167252,https://www.facebook.com/photo/?fbid=337820395047562,0
LPB,Luangprabang,8,8 March 2022,325937,281968,https://www.facebook.com/photo/?fbid=337820395047562,0
HPH,Huaphanh,5,8 March 2022,219198,161453,https://www.facebook.com/photo/?fbid=337820395047562,0
XYB,Xayabury,0,8 March 2022,268390,246795,https://www.facebook.com/photo/?fbid=337820395047562,0
XK,Xiengkhuang,17,8 March 2022,172292,126669,https://www.facebook.com/photo/?fbid=337820395047562,0
VTP,Vientiane,14,8 March 2022,319524,288745,https://www.facebook.com/photo/?fbid=337820395047562,0
BKX,Borikhamxay,3,8 March 2022,200128,179073,https://www.facebook.com/photo/?fbid=337820395047562,0
KHM,Khammuane,6,8 March 2022,298789,264858,https://www.facebook.com/photo/?fbid=337820395047562,0
SVK,Savannakhet,12,8 March 2022,688898,519486,https://www.facebook.com/photo/?fbid=337820395047562,0
SLV,Saravane,11,8 March 2022,301105,257071,https://www.facebook.com/photo/?fbid=337820395047562,0
SK,Sekong,16,8 March 2022,91150,83216,https://www.facebook.com/photo/?fbid=337820395047562,0
CPS,Champasak,4,8 March 2022,501117,439473,https://www.facebook.com/photo/?fbid=337820395047562,0
